SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
81,0,0,15,OLSR,7.5
82,0,0,15,OLSR,7.5
83,0,0,15,OLSR,7.5
84,0,0,15,OLSR,7.5
85,0,0,15,OLSR,7.5
86,0,0,15,OLSR,7.5
87,0,0,15,OLSR,7.5
88,0,0,15,OLSR,7.5
89,0,0,15,OLSR,7.5
90,0,0,15,OLSR,7.5
91,0,0,15,OLSR,7.5
92,0,0,15,OLSR,7.5
93,0,0,15,OLSR,7.5
94,0,0,15,OLSR,7.5
95,0,0,15,OLSR,7.5
96,0,0,15,OLSR,7.5
97,0,0,15,OLSR,7.5
98,0,0,15,OLSR,7.5
99,0,0,15,OLSR,7.5
100,0,0,15,OLSR,7.5
101,10.24,20,15,OLSR,7.5
102,30.72,60,15,OLSR,7.5
103,30.72,60,15,OLSR,7.5
104,28.672,56,15,OLSR,7.5
105,28.672,56,15,OLSR,7.5
106,28.672,56,15,OLSR,7.5
107,30.72,60,15,OLSR,7.5
108,30.72,60,15,OLSR,7.5
109,30.72,60,15,OLSR,7.5
110,30.72,60,15,OLSR,7.5
111,30.72,60,15,OLSR,7.5
112,30.72,60,15,OLSR,7.5
113,30.72,60,15,OLSR,7.5
114,30.72,60,15,OLSR,7.5
115,29.184,57,15,OLSR,7.5
116,28.672,56,15,OLSR,7.5
117,28.672,56,15,OLSR,7.5
118,28.672,56,15,OLSR,7.5
119,30.208,59,15,OLSR,7.5
120,30.72,60,15,OLSR,7.5
121,30.72,60,15,OLSR,7.5
122,30.72,60,15,OLSR,7.5
123,30.72,60,15,OLSR,7.5
124,30.72,60,15,OLSR,7.5
125,28.672,56,15,OLSR,7.5
126,31.744,62,15,OLSR,7.5
127,30.72,60,15,OLSR,7.5
128,30.72,60,15,OLSR,7.5
129,30.208,59,15,OLSR,7.5
130,31.232,61,15,OLSR,7.5
131,30.72,60,15,OLSR,7.5
132,30.72,60,15,OLSR,7.5
133,30.72,60,15,OLSR,7.5
134,30.72,60,15,OLSR,7.5
135,30.72,60,15,OLSR,7.5
136,30.72,60,15,OLSR,7.5
137,30.72,60,15,OLSR,7.5
138,30.72,60,15,OLSR,7.5
139,30.72,60,15,OLSR,7.5
140,30.72,60,15,OLSR,7.5
141,30.72,60,15,OLSR,7.5
142,30.72,60,15,OLSR,7.5
143,30.72,60,15,OLSR,7.5
144,30.72,60,15,OLSR,7.5
145,30.72,60,15,OLSR,7.5
146,30.72,60,15,OLSR,7.5
147,30.72,60,15,OLSR,7.5
148,30.72,60,15,OLSR,7.5
149,30.72,60,15,OLSR,7.5
150,30.72,60,15,OLSR,7.5
151,30.72,60,15,OLSR,7.5
152,30.72,60,15,OLSR,7.5
153,30.72,60,15,OLSR,7.5
154,30.72,60,15,OLSR,7.5
155,30.72,60,15,OLSR,7.5
156,30.72,60,15,OLSR,7.5
157,30.72,60,15,OLSR,7.5
158,30.72,60,15,OLSR,7.5
159,30.72,60,15,OLSR,7.5
160,30.72,60,15,OLSR,7.5
161,30.72,60,15,OLSR,7.5
162,30.72,60,15,OLSR,7.5
163,30.72,60,15,OLSR,7.5
164,30.72,60,15,OLSR,7.5
165,30.72,60,15,OLSR,7.5
166,30.72,60,15,OLSR,7.5
167,30.72,60,15,OLSR,7.5
168,30.72,60,15,OLSR,7.5
169,30.72,60,15,OLSR,7.5
170,30.72,60,15,OLSR,7.5
171,30.72,60,15,OLSR,7.5
172,30.72,60,15,OLSR,7.5
173,30.72,60,15,OLSR,7.5
174,30.72,60,15,OLSR,7.5
175,30.72,60,15,OLSR,7.5
176,30.72,60,15,OLSR,7.5
177,30.72,60,15,OLSR,7.5
178,30.72,60,15,OLSR,7.5
179,30.72,60,15,OLSR,7.5
180,30.72,60,15,OLSR,7.5
181,30.72,60,15,OLSR,7.5
182,30.72,60,15,OLSR,7.5
183,30.72,60,15,OLSR,7.5
184,30.72,60,15,OLSR,7.5
185,30.72,60,15,OLSR,7.5
186,29.696,58,15,OLSR,7.5
187,28.672,56,15,OLSR,7.5
188,28.672,56,15,OLSR,7.5
189,28.672,56,15,OLSR,7.5
190,28.672,56,15,OLSR,7.5
191,30.208,59,15,OLSR,7.5
192,30.72,60,15,OLSR,7.5
193,30.72,60,15,OLSR,7.5
194,30.72,60,15,OLSR,7.5
195,30.72,60,15,OLSR,7.5
196,30.72,60,15,OLSR,7.5
197,30.72,60,15,OLSR,7.5
198,30.72,60,15,OLSR,7.5
199,30.72,60,15,OLSR,7.5
