SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
56,0,0,20,DSDV,7.5
57,0,0,20,DSDV,7.5
58,0,0,20,DSDV,7.5
59,0,0,20,DSDV,7.5
60,0,0,20,DSDV,7.5
61,0,0,20,DSDV,7.5
62,0,0,20,DSDV,7.5
63,0,0,20,DSDV,7.5
64,0,0,20,DSDV,7.5
65,0,0,20,DSDV,7.5
66,0,0,20,DSDV,7.5
67,0,0,20,DSDV,7.5
68,0,0,20,DSDV,7.5
69,0,0,20,DSDV,7.5
70,0,0,20,DSDV,7.5
71,0,0,20,DSDV,7.5
72,0,0,20,DSDV,7.5
73,0,0,20,DSDV,7.5
74,0,0,20,DSDV,7.5
75,0,0,20,DSDV,7.5
76,0,0,20,DSDV,7.5
77,0,0,20,DSDV,7.5
78,0,0,20,DSDV,7.5
79,0,0,20,DSDV,7.5
80,0,0,20,DSDV,7.5
81,0,0,20,DSDV,7.5
82,0,0,20,DSDV,7.5
83,0,0,20,DSDV,7.5
84,0,0,20,DSDV,7.5
85,0,0,20,DSDV,7.5
86,0,0,20,DSDV,7.5
87,0,0,20,DSDV,7.5
88,0,0,20,DSDV,7.5
89,0,0,20,DSDV,7.5
90,0,0,20,DSDV,7.5
91,0,0,20,DSDV,7.5
92,0,0,20,DSDV,7.5
93,0,0,20,DSDV,7.5
94,0,0,20,DSDV,7.5
95,0,0,20,DSDV,7.5
96,0,0,20,DSDV,7.5
97,0,0,20,DSDV,7.5
98,0,0,20,DSDV,7.5
99,0,0,20,DSDV,7.5
100,0,0,20,DSDV,7.5
101,12.288,24,20,DSDV,7.5
102,38.912,76,20,DSDV,7.5
103,38.912,76,20,DSDV,7.5
104,38.912,76,20,DSDV,7.5
105,38.912,76,20,DSDV,7.5
106,37.376,73,20,DSDV,7.5
107,39.936,78,20,DSDV,7.5
108,39.936,78,20,DSDV,7.5
109,39.424,77,20,DSDV,7.5
110,40.96,80,20,DSDV,7.5
111,40.96,80,20,DSDV,7.5
112,40.96,80,20,DSDV,7.5
113,40.96,80,20,DSDV,7.5
114,40.96,80,20,DSDV,7.5
115,40.96,80,20,DSDV,7.5
116,40.96,80,20,DSDV,7.5
117,40.96,80,20,DSDV,7.5
118,40.96,80,20,DSDV,7.5
119,40.96,80,20,DSDV,7.5
120,40.96,80,20,DSDV,7.5
121,40.96,80,20,DSDV,7.5
122,40.96,80,20,DSDV,7.5
123,40.96,80,20,DSDV,7.5
124,40.96,80,20,DSDV,7.5
125,40.96,80,20,DSDV,7.5
126,40.96,80,20,DSDV,7.5
127,40.96,80,20,DSDV,7.5
128,40.96,80,20,DSDV,7.5
129,40.96,80,20,DSDV,7.5
130,39.936,78,20,DSDV,7.5
131,38.912,76,20,DSDV,7.5
132,38.912,76,20,DSDV,7.5
133,38.912,76,20,DSDV,7.5
134,38.912,76,20,DSDV,7.5
135,38.912,76,20,DSDV,7.5
136,37.376,73,20,DSDV,7.5
137,39.936,78,20,DSDV,7.5
138,40.96,80,20,DSDV,7.5
139,40.96,80,20,DSDV,7.5
140,40.96,80,20,DSDV,7.5
141,38.912,76,20,DSDV,7.5
142,38.912,76,20,DSDV,7.5
143,38.912,76,20,DSDV,7.5
144,38.912,76,20,DSDV,7.5
145,38.912,76,20,DSDV,7.5
146,38.912,76,20,DSDV,7.5
147,38.912,76,20,DSDV,7.5
148,38.912,76,20,DSDV,7.5
149,38.912,76,20,DSDV,7.5
150,38.912,76,20,DSDV,7.5
151,35.328,69,20,DSDV,7.5
152,38.4,75,20,DSDV,7.5
153,41.984,82,20,DSDV,7.5
154,40.96,80,20,DSDV,7.5
155,40.448,79,20,DSDV,7.5
156,41.472,81,20,DSDV,7.5
157,40.96,80,20,DSDV,7.5
158,40.96,80,20,DSDV,7.5
159,38.912,76,20,DSDV,7.5
160,38.912,76,20,DSDV,7.5
161,38.912,76,20,DSDV,7.5
162,38.912,76,20,DSDV,7.5
163,38.912,76,20,DSDV,7.5
164,36.864,72,20,DSDV,7.5
165,34.816,68,20,DSDV,7.5
166,40.448,79,20,DSDV,7.5
167,40.96,80,20,DSDV,7.5
168,40.96,80,20,DSDV,7.5
169,40.96,80,20,DSDV,7.5
170,40.96,80,20,DSDV,7.5
171,40.96,80,20,DSDV,7.5
172,40.96,80,20,DSDV,7.5
173,40.96,80,20,DSDV,7.5
174,38.912,76,20,DSDV,7.5
175,38.912,76,20,DSDV,7.5
176,38.912,76,20,DSDV,7.5
177,38.912,76,20,DSDV,7.5
178,38.912,76,20,DSDV,7.5
179,38.912,76,20,DSDV,7.5
180,38.912,76,20,DSDV,7.5
181,38.912,76,20,DSDV,7.5
182,41.984,82,20,DSDV,7.5
183,40.96,80,20,DSDV,7.5
184,40.96,80,20,DSDV,7.5
185,38.912,76,20,DSDV,7.5
186,39.936,78,20,DSDV,7.5
187,40.96,80,20,DSDV,7.5
188,40.96,80,20,DSDV,7.5
189,40.96,80,20,DSDV,7.5
190,40.96,80,20,DSDV,7.5
191,40.96,80,20,DSDV,7.5
192,40.96,80,20,DSDV,7.5
193,40.96,80,20,DSDV,7.5
194,40.96,80,20,DSDV,7.5
195,40.96,80,20,DSDV,7.5
196,38.912,76,20,DSDV,7.5
197,41.984,82,20,DSDV,7.5
198,40.448,79,20,DSDV,7.5
199,37.888,74,20,DSDV,7.5
